star_id,ccd_num,imageid,zone,ra,dec,mag,x_pix,y_pix,ra_err,dec_err,x,y,z,flux,flux_err,normmag,flag,background,threshold,mag_err,ellipticity,class_star,orig_catid,timestamp
ref_2_67831,2,979,2837,241.234,7.8827,14.7871,2423.9301,1396.2839,0.0964,0.6814,-0.3519515016797751,0.3282000849051959,-0.8765927473653734,0.0,0.8881,0.6555,0.8174,0.9258,0.0889,0.3611,0.8605,0.9521,67831,36933
ref_2_67831,2,980,2837,241.234,7.8827,15.8501,2423.9301,1396.2839,0.5603,0.3033,-0.3519515016797751,0.3282000849051959,-0.8765927473653734,0.0,0.5966,0.8487,0.7437,0.4221,0.0814,0.019,0.4385,0.184,67831,36949
ref_2_67831,2,981,2837,241.234,7.8827,15.1103,2423.9301,1396.2839,0.4182,0.9921,-0.3519515016797751,0.3282000849051959,-0.8765927473653734,0.0,0.1565,0.5041,0.0134,0.7675,0.6546,0.889,0.2659,0.1411,67831,36965
ref_2_67831,2,982,2837,241.234,7.8827,15.2328,2423.9301,1396.2839,0.2454,0.0488,-0.3519515016797751,0.3282000849051959,-0.8765927473653734,0.0,0.3774,0.4703,0.1619,0.4971,0.9079,0.5826,0.2598,0.3307,67831,36980
ref_2_67831,2,983,2837,241.234,7.8827,15.4443,2423.9301,1396.2839,0.8743,0.5395,-0.3519515016797751,0.3282000849051959,-0.8765927473653734,0.0,0.8686,0.9764,0.687,0.7557,0.4993,0.8695,0.8946,0.2533,67831,36995
ref_2_89251,2,970,3400,243.2397,9.4459,15.2207,3031.8751,1881.5835,0.2943,0.279,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.7504,0.1177,0.1755,0.0683,0.7526,0.402,0.4631,0.124,89251,36792
ref_2_89251,2,971,3400,243.2397,9.4459,15.499,3031.8751,1881.5835,0.292,0.731,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.8183,0.2778,0.8825,0.604,0.3998,0.7181,0.8795,0.2731,89251,36809
ref_2_89251,2,972,3400,243.2397,9.4459,14.9069,3031.8751,1881.5835,0.3856,0.0618,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.6597,0.3162,0.5194,0.8109,0.7257,0.1997,0.3852,0.3413,89251,36823
ref_2_89251,2,973,3400,243.2397,9.4459,14.9219,3031.8751,1881.5835,0.4002,0.4132,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.0389,0.1795,0.9415,0.2815,0.3843,0.7666,0.9815,0.1808,89251,36839
ref_2_89251,2,974,3400,243.2397,9.4459,15.3685,3031.8751,1881.5835,0.6,0.1427,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.1018,0.3476,0.5387,0.7274,0.0919,0.6538,0.0932,0.4354,89251,36855
ref_2_89251,2,975,3400,243.2397,9.4459,15.5564,3031.8751,1881.5835,0.6303,0.8801,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.9354,0.2009,0.122,0.5482,0.344,0.9808,0.1274,0.1407,89251,36870
ref_2_89251,2,976,3400,243.2397,9.4459,15.3114,3031.8751,1881.5835,0.1321,0.4695,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.2557,0.537,0.2628,0.5217,0.9971,0.9227,0.8409,0.7998,89251,36886
ref_2_89251,2,977,3400,243.2397,9.4459,15.2041,3031.8751,1881.5835,0.4122,0.9595,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.2532,0.3884,0.1904,0.5083,0.9056,0.0189,0.5176,0.037,89251,36902
ref_2_89251,2,978,3400,243.2397,9.4459,15.1614,3031.8751,1881.5835,0.2614,0.3306,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.9667,0.0893,0.524,0.1151,0.2368,0.0675,0.1438,0.1378,89251,36917
ref_2_89251,2,979,3400,243.2397,9.4459,15.4373,3031.8751,1881.5835,0.2166,0.944,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.6177,0.7275,0.5243,0.8204,0.8872,0.3236,0.4247,0.6424,89251,36933
ref_2_89251,2,980,3400,243.2397,9.4459,15.5507,3031.8751,1881.5835,0.9637,0.6527,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.7802,0.7798,0.7323,0.5174,0.8776,0.0754,0.2344,0.5089,89251,36949
ref_2_89251,2,981,3400,243.2397,9.4459,14.6558,3031.8751,1881.5835,0.3882,0.0048,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.462,0.0639,0.7391,0.5747,0.587,0.2919,0.1529,0.8525,89251,36965
ref_2_89251,2,982,3400,243.2397,9.4459,15.3653,3031.8751,1881.5835,0.8982,0.2164,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.4428,0.396,0.0457,0.6398,0.7411,0.4017,0.7263,0.1988,89251,36980
ref_2_89251,2,983,3400,243.2397,9.4459,15.7079,3031.8751,1881.5835,0.4143,0.7281,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.372,0.2495,0.319,0.1605,0.54,0.8833,0.988,0.6823,89251,36995
ref_2_89251,2,984,3400,243.2397,9.4459,15.7827,3031.8751,1881.5835,0.7179,0.6119,0.4231045412218185,-0.1539974589875986,-0.8928982751819142,0.0,0.4408,0.0372,0.6734,0.8007,0.6299,0.9504,0.5018,0.7353,89251,37010
ref_2_90221,2,970,3521,234.2535,9.7833,15.6935,299.4325,1995.7246,0.9795,0.2613,-0.111470710429166,0.5734670910014245,-0.8116093741787245,0.0,0.5185,0.4093,0.9345,0.9376,0.0133,0.413,0.3122,0.4416,90221,36792
ref_2_90221,2,971,3521,234.2535,9.7833,15.444,299.4325,1995.7246,0.6739,0.5154,-0.111470710429166,0.5734670910014245,-0.8116093741787245,0.0,0.8721,0.4278,0.3117,0.3643,0.4127,0.2567,0.6972,0.8318,90221,36809
ref_2_90221,2,972,3521,234.2535,9.7833,15.3337,299.4325,1995.7246,0.6163,0.5191,-0.111470710429166,0.5734670910014245,-0.8116093741787245,0.0,0.6846,0.0314,0.0557,0.2708,0.1054,0.2635,0.3923,0.1514,90221,36823
ref_2_90221,2,973,3521,234.2535,9.7833,15.0711,299.4325,1995.7246,0.7529,0.2607,-0.111470710429166,0.5734670910014245,-0.8116093741787245,0.0,0.1984,0.0975,0.7406,0.8863,0.3432,0.9889,0.3081,0.0358,90221,36839
ref_2_90221,2,974,3521,234.2535,9.7833,15.8156,299.4325,1995.7246,0.4549,0.9861,-0.111470710429166,0.5734670910014245,-0.8116093741787245,0.0,0.1575,0.3154,0.997,0.5662,0.449,0.1622,0.94,0.9488,90221,36855
ref_2_90221,2,975,3521,234.2535,9.7833,15.5537,299.4325,1995.7246,0.2522,0.3743,-0.111470710429166,0.5734670910014245,-0.8116093741787245,0.0,0.2455,0.0811,0.9238,0.7456,0.4911,0.5883,0.866,0.5277,90221,36870
ref_2_91531,2,970,3488,241.6959,9.6904,15.6805,2562.0081,1953.5185,0.5771,0.1104,0.1776204183223973,0.4396259622880666,-0.8804430704351464,0.0,0.2227,0.7664,0.9163,0.2258,0.3929,0.8101,0.9069,0.8843,91531,36792
ref_2_91531,2,971,3488,241.6959,9.6904,16.0376,2562.0081,1953.5185,0.1905,0.8768,0.1776204183223973,0.4396259622880666,-0.8804430704351464,0.0,0.028,0.6489,0.8394,0.1405,0.428,0.5078,0.802,0.0217,91531,36809
ref_2_91531,2,972,3488,241.6959,9.6904,15.4735,2562.0081,1953.5185,0.5906,0.1527,0.1776204183223973,0.4396259622880666,-0.8804430704351464,0.0,0.1576,0.3115,0.9947,0.2401,0.0087,0.8888,0.3728,0.2581,91531,36823
ref_2_91531,2,973,3488,241.6959,9.6904,17.0173,2562.0081,1953.5185,0.0966,0.1816,0.1776204183223973,0.4396259622880666,-0.8804430704351464,0.0,0.6516,0.3286,0.0664,0.2641,0.4066,0.1992,0.5965,0.2067,91531,36839
ref_2_91531,2,974,3488,241.6959,9.6904,17.0432,2562.0081,1953.5185,0.9149,0.0943,0.1776204183223973,0.4396259622880666,-0.8804430704351464,0.0,0.8632,0.6724,0.3999,0.9255,0.5375,0.7181,0.7514,0.0615,91531,36855
ref_2_91531,2,975,3488,241.6959,9.6904,16.8105,2562.0081,1953.5185,0.1114,0.2757,0.1776204183223973,0.4396259622880666,-0.8804430704351464,0.0,0.9186,0.6485,0.8564,0.3968,0.3339,0.2036,0.9154,0.7974,91531,36870
ref_2_92841,2,970,3536,234.5948,9.8243,15.7968,404.085,2006.6744,0.9672,0.1327,-0.2539725057928653,0.520720804282637,-0.8150753402529957,0.0,0.564,0.7478,0.1084,0.8162,0.4525,0.0284,0.5448,0.5349,92841,36792
ref_2_92841,2,971,3536,234.5948,9.8243,16.1776,404.085,2006.6744,0.9,0.1546,-0.2539725057928653,0.520720804282637,-0.8150753402529957,0.0,0.8856,0.6758,0.2395,0.3086,0.1527,0.1037,0.0327,0.263,92841,36809
ref_2_92841,2,972,3536,234.5948,9.8243,18.5729,404.085,2006.6744,0.8914,0.8772,-0.2539725057928653,0.520720804282637,-0.8150753402529957,0.0,0.6196,0.0707,0.8756,0.8431,0.61,0.7298,0.0077,0.4118,92841,36823
ref_2_92841,2,973,3536,234.5948,9.8243,17.2397,404.085,2006.6744,0.9255,0.3709,-0.2539725057928653,0.520720804282637,-0.8150753402529957,0.0,0.0586,0.9157,0.9282,0.5917,0.6102,0.8256,0.503,0.2998,92841,36839
ref_2_92841,2,974,3536,234.5948,9.8243,15.8733,404.085,2006.6744,0.1733,0.2775,-0.2539725057928653,0.520720804282637,-0.8150753402529957,0.0,0.7184,0.7827,0.1969,0.3766,0.2147,0.7374,0.5795,0.9212,92841,36855
ref_2_92841,2,975,3536,234.5948,9.8243,15.6699,404.085,2006.6744,0.5902,0.7227,-0.2539725057928653,0.520720804282637,-0.8150753402529957,0.0,0.5646,0.9346,0.5307,0.8953,0.7991,0.758,0.6123,0.0934,92841,36870
ref_2_106721,2,970,3920,241.0853,10.8911,16.9465,2375.49,2322.282,0.8405,0.2734,-0.370388244777957,0.3107926395855805,-0.8753402100382066,0.0,0.6994,0.0303,0.187,0.7286,0.1204,0.1887,0.6614,0.2409,106721,36792
ref_2_106721,2,971,3920,241.0853,10.8911,16.3372,2375.49,2322.282,0.4178,0.8086,-0.370388244777957,0.3107926395855805,-0.8753402100382066,0.0,0.4347,0.1138,0.0443,0.1399,0.0517,0.0497,0.8431,0.5357,106721,36809
ref_2_106721,2,972,3920,241.0853,10.8911,15.8203,2375.49,2322.282,0.7394,0.2416,-0.370388244777957,0.3107926395855805,-0.8753402100382066,0.0,0.2426,0.128,0.9564,0.7972,0.0957,0.2495,0.9956,0.6908,106721,36823
ref_2_106721,2,973,3920,241.0853,10.8911,15.8549,2375.49,2322.282,0.6073,0.57,-0.370388244777957,0.3107926395855805,-0.8753402100382066,0.0,0.8671,0.016,0.6238,0.8809,0.3511,0.1688,0.1807,0.6636,106721,36839
ref_2_106721,2,974,3920,241.0853,10.8911,16.0248,2375.49,2322.282,0.5689,0.0358,-0.370388244777957,0.3107926395855805,-0.8753402100382066,0.0,0.2065,0.4076,0.659,0.457,0.6745,0.3092,0.2524,0.9681,106721,36855
ref_2_106721,2,975,3920,241.0853,10.8911,14.9105,2375.49,2322.282,0.9367,0.875,-0.370388244777957,0.3107926395855805,-0.8753402100382066,0.0,0.4067,0.9554,0.6912,0.8497,0.0103,0.8974,0.0909,0.7719,106721,36870
ref_2_65251,2,970,2787,241.0155,7.7432,16.1917,2357.3906,1353.0957,0.6919,0.0039,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.5614,0.9169,0.4743,0.0565,0.0773,0.5195,0.8998,0.6276,65251,36792
ref_2_65251,2,971,2787,241.0155,7.7432,15.5123,2357.3906,1353.0957,0.7606,0.5553,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.2303,0.2434,0.64,0.724,0.6005,0.3002,0.2404,0.2627,65251,36809
ref_2_65251,2,972,2787,241.0155,7.7432,16.0223,2357.3906,1353.0957,0.3635,0.3231,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.2079,0.5947,0.7861,0.3909,0.8335,0.2546,0.1504,0.0088,65251,36823
ref_2_65251,2,973,2787,241.0155,7.7432,15.8601,2357.3906,1353.0957,0.0839,0.9458,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.2886,0.318,0.4612,0.6248,0.0156,0.3654,0.933,0.3917,65251,36839
ref_2_65251,2,974,2787,241.0155,7.7432,15.5902,2357.3906,1353.0957,0.8818,0.6053,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.0872,0.4075,0.651,0.6845,0.2741,0.7066,0.9502,0.6003,65251,36855
ref_2_65251,2,975,2787,241.0155,7.7432,15.9741,2357.3906,1353.0957,0.6218,0.9832,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.8517,0.4662,0.2801,0.8442,0.7553,0.6491,0.2888,0.6078,65251,36870
ref_2_65251,2,976,2787,241.0155,7.7432,15.9126,2357.3906,1353.0957,0.9688,0.1148,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.3571,0.1889,0.317,0.467,0.1622,0.0198,0.6281,0.1297,65251,36886
ref_2_65251,2,977,2787,241.0155,7.7432,15.4338,2357.3906,1353.0957,0.564,0.9542,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.8992,0.0411,0.3351,0.553,0.1784,0.4393,0.9016,0.778,65251,36902
ref_2_65251,2,978,2787,241.0155,7.7432,16.013,2357.3906,1353.0957,0.3617,0.3582,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.6521,0.4378,0.5802,0.3632,0.5308,0.2304,0.0907,0.1018,65251,36917
ref_2_65251,2,979,2787,241.0155,7.7432,15.8039,2357.3906,1353.0957,0.0146,0.8095,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.9525,0.9206,0.332,0.0041,0.0243,0.0425,0.6921,0.2586,65251,36933
ref_2_65251,2,980,2787,241.0155,7.7432,15.7071,2357.3906,1353.0957,0.7222,0.801,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.4586,0.6543,0.5089,0.2332,0.4015,0.6746,0.2233,0.7365,65251,36949
ref_2_65251,2,981,2787,241.0155,7.7432,15.8819,2357.3906,1353.0957,0.7442,0.4717,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.2766,0.2214,0.9749,0.5751,0.5924,0.6359,0.7431,0.7575,65251,36965
ref_2_65251,2,982,2787,241.0155,7.7432,15.7753,2357.3906,1353.0957,0.3279,0.7379,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.6538,0.125,0.513,0.5876,0.9136,0.4958,0.4001,0.652,65251,36980
ref_2_65251,2,983,2787,241.0155,7.7432,15.2764,2357.3906,1353.0957,0.8809,0.2586,0.0253605742324617,0.4839085834088436,-0.8747510069601784,0.0,0.0226,0.8343,0.0814,0.8162,0.9595,0.9536,0.0727,0.9103,65251,36995
ref_2_4871,2,970,1351,239.985,3.7546,14.4781,2042.8689,118.1821,0.7756,0.5743,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.7485,0.2905,0.3971,0.4799,0.3872,0.8174,0.8632,0.7976,4871,36792
ref_2_4871,2,971,1351,239.985,3.7546,14.4961,2042.8689,118.1821,0.0113,0.4224,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.5002,0.8222,0.7291,0.5631,0.6727,0.7808,0.4176,0.7763,4871,36809
ref_2_4871,2,972,1351,239.985,3.7546,14.4037,2042.8689,118.1821,0.806,0.5138,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.5148,0.628,0.8892,0.4907,0.9633,0.926,0.3809,0.1982,4871,36823
ref_2_4871,2,973,1351,239.985,3.7546,14.2691,2042.8689,118.1821,0.8704,0.8729,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.6919,0.8228,0.3843,0.9322,0.1129,0.7499,0.4893,0.8825,4871,36839
ref_2_4871,2,974,1351,239.985,3.7546,14.9785,2042.8689,118.1821,0.7791,0.9631,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.3049,0.2365,0.082,0.0396,0.7566,0.5912,0.145,0.4019,4871,36855
ref_2_4871,2,975,1351,239.985,3.7546,14.4557,2042.8689,118.1821,0.1222,0.2588,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.4287,0.4608,0.1194,0.2054,0.7158,0.3878,0.7456,0.4117,4871,36870
ref_2_4871,2,976,1351,239.985,3.7546,14.3158,2042.8689,118.1821,0.7399,0.5128,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.2787,0.7067,0.3438,0.7768,0.5489,0.2643,0.2821,0.7035,4871,36886
ref_2_4871,2,977,1351,239.985,3.7546,14.4536,2042.8689,118.1821,0.9082,0.1169,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.9235,0.0142,0.5903,0.2081,0.3039,0.2382,0.4429,0.9158,4871,36902
ref_2_4871,2,978,1351,239.985,3.7546,14.1158,2042.8689,118.1821,0.6971,0.9857,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.4237,0.6759,0.5311,0.3911,0.0918,0.2292,0.1507,0.9137,4871,36917
ref_2_4871,2,979,1351,239.985,3.7546,14.7613,2042.8689,118.1821,0.3972,0.2329,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.9359,0.9191,0.4163,0.7845,0.1549,0.719,0.5292,0.2601,4871,36933
ref_2_4871,2,980,1351,239.985,3.7546,14.5865,2042.8689,118.1821,0.7325,0.3039,-0.0087301582135717,0.5001504290859861,-0.8658945274239063,0.0,0.7229,0.4364,0.7969,0.034,0.7332,0.1785,0.1919,0.0462,4871,36949
ref_2_141091,2,970,4962,241.6197,13.786,11.6465,2532.7,3215.767,0.2952,0.8317,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.9208,0.2855,0.9437,0.6034,0.5526,0.5654,0.9327,0.3907,141091,36792
ref_2_141091,2,971,4962,241.6197,13.786,11.1489,2532.7,3215.767,0.4329,0.339,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.5241,0.3268,0.0052,0.7927,0.7536,0.3758,0.0564,0.9253,141091,36809
ref_2_141091,2,972,4962,241.6197,13.786,11.7981,2532.7,3215.767,0.781,0.481,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.0079,0.0479,0.1092,0.1703,0.8278,0.0524,0.4926,0.6266,141091,36823
ref_2_141091,2,973,4962,241.6197,13.786,11.6865,2532.7,3215.767,0.7649,0.5127,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.0987,0.8367,0.6929,0.3399,0.5733,0.7858,0.788,0.6029,141091,36839
ref_2_141091,2,974,4962,241.6197,13.786,11.1889,2532.7,3215.767,0.2041,0.8017,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.4361,0.2455,0.5429,0.454,0.3111,0.925,0.7002,0.9619,141091,36855
ref_2_141091,2,975,4962,241.6197,13.786,11.3234,2532.7,3215.767,0.9307,0.2419,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.6799,0.2244,0.6627,0.5944,0.8665,0.839,0.3782,0.8595,141091,36870
ref_2_141091,2,976,4962,241.6197,13.786,11.8859,2532.7,3215.767,0.0924,0.3267,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.9421,0.7893,0.5524,0.9458,0.8682,0.0343,0.2631,0.5363,141091,36886
ref_2_141091,2,977,4962,241.6197,13.786,11.5236,2532.7,3215.767,0.5467,0.2962,-0.0988248623877548,0.464934423154489,-0.8798122690324589,0.0,0.0022,0.4234,0.8218,0.2446,0.413,0.3738,0.2137,0.0907,141091,36902
ref_2_29661,2,970,1920,238.6508,5.3333,14.0933,1632.6987,608.8791,0.6706,0.0735,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.3038,0.7858,0.3353,0.5826,0.7213,0.4582,0.5363,0.2217,29661,36792
ref_2_29661,2,971,1920,238.6508,5.3333,14.0546,1632.6987,608.8791,0.1474,0.236,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.1583,0.4185,0.737,0.134,0.8351,0.167,0.4296,0.1349,29661,36809
ref_2_29661,2,972,1920,238.6508,5.3333,14.5578,1632.6987,608.8791,0.5882,0.1406,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.7531,0.2106,0.8711,0.8578,0.414,0.8021,0.5042,0.0444,29661,36823
ref_2_29661,2,973,1920,238.6508,5.3333,13.8752,1632.6987,608.8791,0.0555,0.6929,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.9963,0.1797,0.2905,0.8064,0.8562,0.7647,0.1771,0.2771,29661,36839
ref_2_29661,2,974,1920,238.6508,5.3333,14.0021,1632.6987,608.8791,0.6031,0.1582,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.8353,0.488,0.1772,0.0089,0.4024,0.1074,0.3125,0.9549,29661,36855
ref_2_29661,2,975,1920,238.6508,5.3333,14.1281,1632.6987,608.8791,0.0904,0.2142,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.6146,0.6458,0.6939,0.9646,0.7848,0.8044,0.203,0.6539,29661,36870
ref_2_29661,2,976,1920,238.6508,5.3333,13.9596,1632.6987,608.8791,0.8585,0.6017,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.8757,0.022,0.8052,0.0252,0.0287,0.3947,0.3578,0.0663,29661,36886
ref_2_29661,2,977,1920,238.6508,5.3333,13.6481,1632.6987,608.8791,0.4257,0.6065,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.0112,0.5819,0.1169,0.7692,0.7206,0.2549,0.5631,0.5939,29661,36902
ref_2_29661,2,978,1920,238.6508,5.3333,13.8244,1632.6987,608.8791,0.2538,0.5443,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.7128,0.6074,0.3756,0.7855,0.6855,0.7791,0.9713,0.0112,29661,36917
ref_2_29661,2,979,1920,238.6508,5.3333,14.1462,1632.6987,608.8791,0.6618,0.5548,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.4451,0.5977,0.1619,0.2274,0.0829,0.8922,0.441,0.4652,29661,36933
ref_2_29661,2,980,1920,238.6508,5.3333,14.4672,1632.6987,608.8791,0.6434,0.7347,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.8338,0.7581,0.9066,0.5633,0.8623,0.7991,0.8063,0.2356,29661,36949
ref_2_29661,2,981,1920,238.6508,5.3333,13.9398,1632.6987,608.8791,0.8604,0.7614,0.2601265758678008,-0.450552445801955,-0.854012094826045,0.0,0.9048,0.0493,0.8834,0.7166,0.0715,0.3534,0.4815,0.7073,29661,36965
ref_2_17621,2,970,1589,241.8622,4.4155,16.4808,2621.7074,324.4603,0.7021,0.9875,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.9877,0.8233,0.6532,0.8643,0.0873,0.0787,0.2159,0.4159,17621,36792
ref_2_17621,2,971,1589,241.8622,4.4155,16.3997,2621.7074,324.4603,0.9413,0.2821,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.4272,0.5284,0.5104,0.6148,0.6824,0.7277,0.1292,0.1503,17621,36809
ref_2_17621,2,972,1589,241.8622,4.4155,16.9693,2621.7074,324.4603,0.6548,0.2565,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.9589,0.2701,0.1559,0.0037,0.6032,0.0045,0.3119,0.306,17621,36823
ref_2_17621,2,973,1589,241.8622,4.4155,16.9772,2621.7074,324.4603,0.4627,0.0366,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.0042,0.6981,0.6405,0.3304,0.7538,0.2921,0.7788,0.151,17621,36839
ref_2_17621,2,974,1589,241.8622,4.4155,16.4285,2621.7074,324.4603,0.2089,0.034,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.6344,0.2608,0.8652,0.7067,0.2058,0.7255,0.0429,0.3135,17621,36855
ref_2_17621,2,975,1589,241.8622,4.4155,16.0151,2621.7074,324.4603,0.9094,0.8616,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.3376,0.8155,0.6622,0.2211,0.5522,0.5909,0.6898,0.2772,17621,36870
ref_2_17621,2,976,1589,241.8622,4.4155,16.1341,2621.7074,324.4603,0.8801,0.3645,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.8066,0.0139,0.2713,0.6688,0.9086,0.2895,0.9111,0.0373,17621,36886
ref_2_17621,2,977,1589,241.8622,4.4155,16.8255,2621.7074,324.4603,0.1137,0.3563,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.1037,0.3379,0.3347,0.9776,0.5549,0.4993,0.999,0.1092,17621,36902
ref_2_17621,2,978,1589,241.8622,4.4155,16.7256,2621.7074,324.4603,0.9345,0.2195,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.5901,0.1571,0.4597,0.0789,0.4171,0.1368,0.4579,0.0978,17621,36917
ref_2_17621,2,979,1589,241.8622,4.4155,15.5108,2621.7074,324.4603,0.677,0.1188,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.2803,0.962,0.2507,0.3173,0.9918,0.1418,0.9777,0.5788,17621,36933
ref_2_17621,2,980,1589,241.8622,4.4155,16.3003,2621.7074,324.4603,0.483,0.3243,0.4042346989402987,-0.2428887114376871,-0.8818159570050805,0.0,0.0873,0.1428,0.4304,0.5048,0.9531,0.0966,0.6045,0.9056,17621,36949
ref_2_31921,2,970,1983,234.3952,5.5097,15.7616,320.254,671.1795,0.7145,0.6731,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.0277,0.1149,0.1769,0.71,0.8407,0.3607,0.6719,0.6616,31921,36792
ref_2_31921,2,971,1983,234.3952,5.5097,15.6609,320.254,671.1795,0.5632,0.8141,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.3819,0.2584,0.1705,0.7754,0.2293,0.6388,0.3698,0.672,31921,36809
ref_2_31921,2,972,1983,234.3952,5.5097,16.2466,320.254,671.1795,0.8385,0.6437,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.0198,0.1872,0.8277,0.2191,0.0451,0.7013,0.7936,0.5821,31921,36823
ref_2_31921,2,973,1983,234.3952,5.5097,15.3482,320.254,671.1795,0.2397,0.7878,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.3249,0.6728,0.1661,0.5046,0.5624,0.6064,0.67,0.9671,31921,36839
ref_2_31921,2,974,1983,234.3952,5.5097,16.0832,320.254,671.1795,0.687,0.3943,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.4528,0.8317,0.9441,0.5784,0.953,0.4977,0.7743,0.7157,31921,36855
ref_2_31921,2,975,1983,234.3952,5.5097,16.424,320.254,671.1795,0.2385,0.5567,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.8747,0.8382,0.4714,0.7608,0.2485,0.7252,0.5213,0.6454,31921,36870
ref_2_31921,2,976,1983,234.3952,5.5097,15.9702,320.254,671.1795,0.9661,0.5912,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.1831,0.5387,0.0815,0.2591,0.7544,0.4794,0.8974,0.4614,31921,36886
ref_2_31921,2,977,1983,234.3952,5.5097,15.4601,320.254,671.1795,0.4238,0.654,0.581393212010931,0.0304695271317287,-0.8130519915380452,0.0,0.6425,0.7884,0.6392,0.8645,0.3475,0.9528,0.8047,0.1965,31921,36902
